tweet_id,timestamp,source,text,expanded_urls,dog_type,dog_breed,img_url,retweet_count,favorite_count,rating
886983233522544640,2017-07-17 16:17:36+00:00,iphone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",unknown,chihuahua,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,6451,30874,1.3
886736880519319552,2017-07-16 23:58:41+00:00,iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",unknown,kuvasz,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,2687,10654,1.3
886366144734445568,2017-07-15 23:25:31+00:00,iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",pupper,french_bulldog,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,2682,18851,1.2
885984800019947520,2017-07-14 22:10:11+00:00,iphone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,unknown,blenheim_spaniel,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,5714,29048,1.2
885528943205470208,2017-07-13 15:58:47+00:00,iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,unknown,pug,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,5429,32086,1.3
885167619883638784,2017-07-12 16:03:00+00:00,iphone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",unknown,malamute,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,3720,19538,1.3
884562892145688576,2017-07-11 00:00:02+00:00,iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,unknown,pug,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,3980,21673,1.3
884441805382717440,2017-07-10 15:58:53+00:00,iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,unknown,pembroke,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,4860,24240,1.4
883482846933004288,2017-07-08 00:28:19+00:00,iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",unknown,golden_retriever,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,8400,40866,1.35
883117836046086144,2017-07-07 00:17:54+00:00,iphone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",unknown,golden_retriever,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,5624,33051,1.3
882992080364220416,2017-07-06 15:58:11+00:00,iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",unknown,eskimo_dog,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,3288,21316,1.3
882762694511734784,2017-07-06 00:46:41+00:00,iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,pupper,labrador_retriever,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,4160,25185,1.2
882627270321602560,2017-07-05 15:48:34+00:00,iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,unknown,pembroke,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,5159,25007,1.3
882268110199369728,2017-07-04 16:01:23+00:00,iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",unknown,golden_retriever,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,9828,39818,1.3
881666595344535552,2017-07-03 00:11:11+00:00,iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,unknown,saluki,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,9103,45270,1.3
880872448815771648,2017-06-30 19:35:32+00:00,iphone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,unknown,pembroke,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,3254,19031,1.2
880465832366813184,2017-06-29 16:39:47+00:00,iphone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",unknown,golden_retriever,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,5298,25395,1.2
880221127280381952,2017-06-29 00:27:25+00:00,iphone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",unknown,chihuahua,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,3535,24045,1.2
879862464715927552,2017-06-28 00:42:13+00:00,iphone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",unknown,basset,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,2975,20018,1.3
879492040517615616,2017-06-27 00:10:17+00:00,iphone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,unknown,german_short-haired_pointer,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,2676,21050,1.2
878281511006478336,2017-06-23 16:00:04+00:00,iphone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",unknown,basset,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1088,6906,1.3
878057613040115712,2017-06-23 01:10:23+00:00,iphone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",unknown,french_bulldog,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,5826,37709,1.4
877736472329191424,2017-06-22 03:54:17+00:00,iphone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",unknown,chesapeake_bay_retriever,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,16094,70482,1.3
877556246731214848,2017-06-21 15:58:08+00:00,iphone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848/photo/1,unknown,basset,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,3218,20273,1.2
877201837425926144,2017-06-20 16:29:50+00:00,iphone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",unknown,pembroke,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,4706,24219,1.2
876838120628539392,2017-06-19 16:24:33+00:00,iphone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",pupper,bloodhound,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,2846,18510,1.2
876484053909872640,2017-06-18 16:57:37+00:00,iphone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://twitter.com/dog_rates/status/876484053909872640/photo/1,unknown,golden_retriever,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,2035,16820,1.3
876120275196170240,2017-06-17 16:52:05+00:00,iphone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://twitter.com/dog_rates/status/876120275196170240/photo/1,unknown,bernese_mountain_dog,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,3971,25072,1.3
875747767867523072,2017-06-16 16:11:53+00:00,iphone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",https://twitter.com/dog_rates/status/875747767867523072/photo/1,unknown,labrador_retriever,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,3639,22514,1.3
875144289856114688,2017-06-15 00:13:52+00:00,iphone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,https://twitter.com/dog_rates/status/875144289856114688/video/1,unknown,siberian_husky,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,4212,19711,1.3
875021211251597312,2017-06-14 16:04:48+00:00,iphone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",unknown,west_highland_white_terrier,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,4045,22916,1.2
874680097055178752,2017-06-13 17:29:20+00:00,iphone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://twitter.com/dog_rates/status/874680097055178752/photo/1,unknown,labrador_retriever,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,3986,24986,1.2
874296783580663808,2017-06-12 16:06:11+00:00,iphone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://twitter.com/dog_rates/status/874296783580663808/photo/1,pupper,cocker_spaniel,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,3536,23370,1.3
874057562936811520,2017-06-12 00:15:36+00:00,iphone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",https://twitter.com/dog_rates/status/874057562936811520/photo/1,unknown,flat-coated_retriever,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,3434,20455,1.2
874012996292530176,2017-06-11 21:18:31+00:00,iphone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V","https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",puppo,cardigan,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,8710,30597,1.3
873213775632977920,2017-06-09 16:22:42+00:00,iphone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ","https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",pupper,vizsla,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1347,6419,1.2
872967104147763200,2017-06-09 00:02:31+00:00,iphone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",doggo,labrador_retriever,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,4633,24453,1.2
872820683541237760,2017-06-08 14:20:41+00:00,iphone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5","https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1",unknown,pug,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3213,13260,1.3
872620804844003328,2017-06-08 01:06:27+00:00,iphone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,https://twitter.com/dog_rates/status/872620804844003328/photo/1,unknown,cocker_spaniel,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,3117,18643,1.3
872486979161796608,2017-06-07 16:14:40+00:00,iphone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,https://twitter.com/dog_rates/status/872486979161796608/photo/1,unknown,pembroke,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,7835,36694,1.2
870374049280663552,2017-06-01 20:18:38+00:00,iphone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,https://twitter.com/dog_rates/status/870374049280663552/photo/1,unknown,golden_retriever,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,23155,75171,1.3
869772420881756160,2017-05-31 04:27:59+00:00,iphone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",https://twitter.com/dog_rates/status/869772420881756160/photo/1,unknown,pembroke,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,8825,38568,1.3
869227993411051520,2017-05-29 16:24:37+00:00,iphone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,https://twitter.com/dog_rates/status/869227993411051520/photo/1,unknown,pembroke,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,3253,18428,1.3
868622495443632128,2017-05-28 00:18:35+00:00,iphone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,https://twitter.com/dog_rates/status/868622495443632128/photo/1,unknown,labrador_retriever,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,4563,24037,1.3
868552278524837888,2017-05-27 19:39:34+00:00,iphone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi","https://www.gofundme.com/3ti3nps,https://twitter.com/dog_rates/status/868552278524837888/photo/1,https://twitter.com/dog_rates/status/868552278524837888/photo/1",unknown,whippet,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1785,9125,1.2
867900495410671616,2017-05-26 00:29:37+00:00,iphone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",https://twitter.com/dog_rates/status/867900495410671616/photo/1,unknown,labrador_retriever,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,3630,21937,1.2
867051520902168576,2017-05-23 16:16:06+00:00,iphone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",https://twitter.com/dog_rates/status/867051520902168576/photo/1,unknown,samoyed,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,6890,29165,1.3
866686824827068416,2017-05-22 16:06:55+00:00,iphone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,"https://twitter.com/dog_rates/status/866686824827068416/photo/1,https://twitter.com/dog_rates/status/866686824827068416/photo/1",unknown,flat-coated_retriever,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,3006,17396,1.2
865718153858494464,2017-05-19 23:57:46+00:00,iphone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",https://twitter.com/dog_rates/status/865718153858494464/photo/1,unknown,golden_retriever,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,4936,23307,1.3
865359393868664832,2017-05-19 00:12:11+00:00,iphone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,"https://twitter.com/dog_rates/status/865359393868664832/photo/1,https://twitter.com/dog_rates/status/865359393868664832/photo/1",unknown,chesapeake_bay_retriever,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,4371,23992,1.3
865006731092295680,2017-05-18 00:50:50+00:00,iphone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,https://twitter.com/dog_rates/status/865006731092295680/photo/1,unknown,pembroke,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,6771,25461,1.3
864279568663928832,2017-05-16 00:41:21+00:00,iphone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,"https://twitter.com/dog_rates/status/864279568663928832/photo/1,https://twitter.com/dog_rates/status/864279568663928832/photo/1",unknown,bull_mastiff,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,2625,13265,1.2
864197398364647424,2017-05-15 19:14:50+00:00,iphone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,"https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1",unknown,golden_retriever,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,7720,27097,1.3
863062471531167744,2017-05-12 16:05:02+00:00,iphone,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt","https://www.gofundme.com/helpquinny,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1",unknown,french_bulldog,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2118,7647,1.3
862831371563274240,2017-05-12 00:46:44+00:00,iphone,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE","https://twitter.com/dog_rates/status/862831371563274240/photo/1,https://twitter.com/dog_rates/status/862831371563274240/photo/1",unknown,australian_terrier,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,4531,17473,1.3
862096992088072192,2017-05-10 00:08:34+00:00,iphone,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,"https://twitter.com/dog_rates/status/862096992088072192/photo/1,https://twitter.com/dog_rates/status/862096992088072192/photo/1",unknown,chow,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,20331,67358,1.3
